substrate,coupling_partner,solvent,time,temperature,catalyst_precursor,reagent,effective_reagents,effective_reagents_covalent,ligand,effective_ligand,product,isolated_yield,couplingpartner_class,DOI,origin,eq_substrate,eq_couplingpartner,eq_catalyst,eq_ligand,eq_reagent,2_steps,scheme_table ,review,mechanism,reaction_conditions
C#CC1=CC=CC=C1,O=C(C)C1=CC=C(I)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,87,Acetophenone,https://doi.org/10.1002/slct.201600894,optimization,1.2,1,0.2,0.6,2,,table.2,Research_Article, sonogashira,N2
C#CC1=CC=CC=C1,O=C(C)C1=CC=C(I)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,92,Acetophenone,https://doi.org/10.1002/slct.201600894,optimization,1.2,1,0.2,0.4,2,,table.2,Research_Article, sonogashira,N2
C#CC1=CC=CC=C1,O=C(C)C1=CC=C(I)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,98,Acetophenone,https://doi.org/10.1002/slct.201600894,optimization,1.2,1,0.1,0.2,2,,table.2,Research_Article, sonogashira,N2
C#CC1=CC=CC=C1,O=C(C)C1=CC=C(I)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,88,Acetophenone,https://doi.org/10.1002/slct.201600894,optimization,1.2,1,0.05,0.1,2,,table.2,Research_Article, sonogashira,N2
C#CC1=CC=CC=C1,O=C(C)C1=CC=C(I)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,65,Acetophenone,https://doi.org/10.1002/slct.201600894,optimization,1.2,1,0.1,0.1,2,,table.2,Research_Article, sonogashira,N2
C#CC1=CC=CC=C1,IC1=CC=CC=C1O,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,C12=CC=CC=C1C=C(C3=CC=CC=C3)O2,65,Acetophenone,https://doi.org/10.1002/slct.201600894,scope,1.2,1,0.1,0.2,2,,Scheme 1,Research_Article, sonogashira,N2
C#CC1=CC=CC=C1,BrC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,54,Acetophenone,https://doi.org/10.1002/slct.201600894,scope,1.2,1,0.1,0.2,2,,table.3,Research_Article, sonogashira,N2
C#CC1=CC=CC=C1,IC1=CC=CC=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,99,Benzene,https://doi.org/10.1002/slct.201600894,scope,1.2,1,0.1,0.2,2,,table.3,Research_Article, sonogashira,N2
C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,96,Anisole,https://doi.org/10.1002/slct.201600894,scope,1.2,1,0.1,0.2,2,,table.3,Research_Article, sonogashira,N2
COC1=CC=C(C#C)C=C1,IC1=CC=C(C)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,CC2=CC=C(C=C2)C#CC1=CC=C(OC)C=C1,90,Toluene,https://doi.org/10.1002/slct.201600894,scope,1.2,1,0.1,0.2,2,,table.3,Research_Article, sonogashira,N2
COC1=CC=C(C#C)C=C1,IC1=CC=CC=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,COC(C=C2)=CC=C2C#CC1=CC=CC=C1,83,Benzene,https://doi.org/10.1002/slct.201600894,scope,1.2,1,0.1,0.2,2,,table.3,Research_Article, sonogashira,N2
CC1=CC=C(C#C)C=C1,IC1=CC=CC=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,CC(C=C2)=CC=C2C#CC1=CC=C(C)C=C1,76,Toluene,https://doi.org/10.1002/slct.201600894,scope,1.2,1,0.1,0.2,2,,table.3,Research_Article, sonogashira,N2
CC1=CC=C(C#C)C=C1,IC1=CC=C(OC)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,CC(C=C2)=CC=C2C#CC1=CC=C(OC)C=C1,83,Anisole,https://doi.org/10.1002/slct.201600894,scope,1.2,1,0.1,0.2,2,,table.3,Research_Article, sonogashira,N2
C#CC1=CC=C(OC)C=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,CC(C2=CC=C(C=C2)C#CC1=CC=C(OC)C=C1)=O,65,Acetophenone,https://doi.org/10.1002/slct.201600894,scope,1.2,1,0.1,0.2,2,,table.3,Research_Article, sonogashira,N2
C#CC1=CC=CC=C1,IC1=CN=CC=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,C1(C#CC2=CC=CC=C2)=CC=CN=C1,65,Pyridine,https://doi.org/10.1002/slct.201600894,scope,1.2,1,0.1,0.2,2,,table.3,Research_Article, sonogashira,N2
C#CC1=CN=CC=C1,IC1=CC=CC=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,C1(C#CC2=CC=CN=C2)=CC=CC=C1,51,Benzene,https://doi.org/10.1002/slct.201600894,scope,1.2,1,0.1,0.2,2,,table.3,Research_Article, sonogashira,N2
C#CC1=CC=CC=C1,IC1=CC=C(C#N)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,[C-]#[N+]C2=CC=C(C=C2)C#CC1=CC=CC=C1,90,Benzonitrile,https://doi.org/10.1002/slct.201600894,scope,1.2,1,0.1,0.2,2,,table.3,Research_Article, sonogashira,N2
C#CC1=CC=CC=C1,IC1=CC=C(N)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,NC2=CC=C(C=C2)C#CC1=CC=CC=C1,78,Aniline,https://doi.org/10.1002/slct.201600894,scope,1.2,1,0.1,0.2,2,,table.3,Research_Article, sonogashira,N2
IC1=CC=C(C(C)=O)C=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,CC(C=C2)=CC=C2C#CC1=CC=C(C(C)=O)C=C1,58,Acetophenone,https://doi.org/10.1002/slct.201600894,scope,1.2,1,0.1,0.2,2,,table.3,Research_Article, sonogashira,N2
C#CC1=CC=CC=C1,O=C(C)C1=CC=C(I)C=C1,CS(C)=O,40h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,64,Acetophenone,https://doi.org/10.1002/slct.201600894,optimization,1.2,1,0.2,0.6,2,,S1,Research_Article, sonogashira,N2
C#CC1=CC=CC=C1,O=C(C)C1=CC=C(I)C=C1,CS(C)=O,50h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,72,Acetophenone,https://doi.org/10.1002/slct.201600894,optimization,1.2,1,0.2,0.6,2,,S1,Research_Article, sonogashira,N2
C#CC1=CC=CC=C1,O=C(C)C1=CC=C(I)C=C1,CS(C)=O,60h,80,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,60,Acetophenone,https://doi.org/10.1002/slct.201600894,optimization,1.2,1,0.2,0.6,2,,S1,Research_Article, sonogashira,N2
C#CC1=CC=CC=C1,O=C(C)C1=CC=C(I)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,98,Acetophenone,https://doi.org/10.1002/slct.201600894,optimization,1.2,1,0.2,0.6,2,,S1,Research_Article, sonogashira,O2
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,83,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.1,,,,table.1,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]Br,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,37,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.1,,,,table.1,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,C/C(=C/C(=O)C)/O.C/C(=C/C(=O)C)/O.[Cu] ,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,74,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.1,,,,table.1,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,Br[Cu]Br,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,51,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.1,,,,table.1,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,75,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.1,,,,table.2,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,O,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,80,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.1,,,,table.2,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,O1CCCC1,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,47,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.1,,,,table.2,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,C1COCCO1,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,78,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.1,,,,table.2,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CC#N,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,65,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.1,,,,table.2,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,OCCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,69,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.1,,,,table.2,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,O=C([O-])[O-].[K+].[K+],,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,73,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.1,,,,table 3,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[F-].[K+],,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,47,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.1,,,,table 3,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,CCN(CC)CC,,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,38,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.1,,,,table 3,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,CC(C)(C)[O-].[K+]  ,,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,67,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.1,,,,table 3,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,O=C([O-])[O-].[Cs+].[Cs+],,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,43,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.1,,,,table 3,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[2H-].[Na+],,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,77,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.1,,,,table 3,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I, C1CN2CCN1CC2 ,,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,19,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.1,,,,table 3,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,83,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.15,,,,table 4,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,150,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,75,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.1,,,,table 4,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,110,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,55,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.1,,,,table 4,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,20min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,83,phenylacetylene,https://doi.org/10.1002/slct.201803144,optimization,1.2,1,0.1,,,,table 4,Research_Article,Suzuki,MW
OB(O)C1=CC=C(OC)C=C1,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,COC(C=C2)=CC=C2C#CC1=CC=CC=C1,73,phenylacetylene,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
OB(O)C1=CC=C(Cl)C=C1,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,ClC(C=C2)=CC=C2C#CC1=CC=CC=C1,70,phenylacetylene,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
ClC(C=C2)=CC=C2B1OCC(C)(C)CO1,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,FC(C=C2)=CC=C2C#CC1=CC=CC=C1,96,phenylacetylene,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
OB(O)C1=CC=C(C=O)C=C1,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,O=CC(C=C2)=CC=C2C#CC1=CC=CC=C1,83,phenylacetylene,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
OB(O)C1=CC=C(C(C)=O)C=C1,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,O=C(C(C=C2)=CC=C2C#CC1=CC=CC=C1)C,70,phenylacetylene,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
OB(O)C1=CC=CN=C1,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,C1(C#CC2=CC=CC=C2)=CN=CC=C1,80,phenylacetylene,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
CC/C([B@@]2OC1=CC=CC=C1O2)=C\CC,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,CC/C(C#CC1=CC=CC=C1)=C\CC,1,phenylacetylene,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,CC1=CC=C(C#CBr)C=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,82,1-ethynyl-4-methylbenzene,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
OB(C1=CC=C(OC)C=C1)O,CC1=CC=C(C#CBr)C=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,CC1=CC=C(C#CC2=CC=C(OC)C=C2)C=C1,63,1-ethynyl-4-methylbenzene,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
OB(C1=CC=C(C=O)C=C1)O,CC1=CC=C(C#CBr)C=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,CC1=CC=C(C#CC2=CC=C(C=O)C=C2)C=C1,63,1-ethynyl-4-methylbenzene,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
ClC1=CC=C(B(O)O)C=C1,CC1=CC=C(C#CBr)C=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,CC1=CC=C(C#CC2=CC=C(Cl)C=C2)C=C1,55,1-ethynyl-4-methylbenzene,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
