,Yields,Predicted Yields
48,GOOD YIELD,BELOW AVERAGE YIELD
49,AVERAGE YIELD,POOR YIELD
50,AVERAGE YIELD,AVERAGE YIELD
51,BELOW AVERAGE YIELD,GOOD YIELD
52,AVERAGE YIELD,AVERAGE YIELD
53,GOOD YIELD,GOOD YIELD
54,AVERAGE YIELD,AVERAGE YIELD
55,POOR YIELD,POOR YIELD
56,AVERAGE YIELD,GOOD YIELD
57,AVERAGE YIELD,AVERAGE YIELD
58,GOOD YIELD,GOOD YIELD
59,POOR YIELD,GOOD YIELD
60,GOOD YIELD,GOOD YIELD
61,AVERAGE YIELD,POOR YIELD
62,AVERAGE YIELD,POOR YIELD
63,POOR YIELD,POOR YIELD
64,GOOD YIELD,POOR YIELD
65,GOOD YIELD,POOR YIELD
66,BELOW AVERAGE YIELD,GOOD YIELD
67,POOR YIELD,POOR YIELD
68,GOOD YIELD,AVERAGE YIELD
69,POOR YIELD,POOR YIELD
70,BELOW AVERAGE YIELD,GOOD YIELD
71,AVERAGE YIELD,AVERAGE YIELD
72,GOOD YIELD,AVERAGE YIELD
73,AVERAGE YIELD,GOOD YIELD
74,GOOD YIELD,GOOD YIELD
75,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
76,POOR YIELD,GOOD YIELD
77,GOOD YIELD,AVERAGE YIELD
78,POOR YIELD,POOR YIELD
79,GOOD YIELD,GOOD YIELD
80,AVERAGE YIELD,POOR YIELD
81,POOR YIELD,AVERAGE YIELD
82,BELOW AVERAGE YIELD,POOR YIELD
83,GOOD YIELD,GOOD YIELD
84,BELOW AVERAGE YIELD,AVERAGE YIELD
85,POOR YIELD,POOR YIELD
86,GOOD YIELD,AVERAGE YIELD
87,AVERAGE YIELD,GOOD YIELD
88,GOOD YIELD,AVERAGE YIELD
89,GOOD YIELD,BELOW AVERAGE YIELD
90,GOOD YIELD,POOR YIELD
91,GOOD YIELD,AVERAGE YIELD
92,GOOD YIELD,GOOD YIELD
93,AVERAGE YIELD,POOR YIELD
94,AVERAGE YIELD,POOR YIELD
95,BELOW AVERAGE YIELD,POOR YIELD
96,AVERAGE YIELD,AVERAGE YIELD
97,GOOD YIELD,GOOD YIELD
98,AVERAGE YIELD,GOOD YIELD
99,AVERAGE YIELD,GOOD YIELD
100,AVERAGE YIELD,AVERAGE YIELD
101,GOOD YIELD,GOOD YIELD
102,AVERAGE YIELD,GOOD YIELD
103,POOR YIELD,POOR YIELD
104,AVERAGE YIELD,GOOD YIELD
105,POOR YIELD,POOR YIELD
106,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
107,AVERAGE YIELD,GOOD YIELD
108,BELOW AVERAGE YIELD,GOOD YIELD
109,GOOD YIELD,POOR YIELD
110,POOR YIELD,GOOD YIELD
111,AVERAGE YIELD,AVERAGE YIELD
112,AVERAGE YIELD,AVERAGE YIELD
113,BELOW AVERAGE YIELD,GOOD YIELD
114,POOR YIELD,AVERAGE YIELD
115,GOOD YIELD,BELOW AVERAGE YIELD
116,GOOD YIELD,POOR YIELD
117,AVERAGE YIELD,AVERAGE YIELD
118,GOOD YIELD,POOR YIELD
119,BELOW AVERAGE YIELD,AVERAGE YIELD
120,GOOD YIELD,AVERAGE YIELD
121,POOR YIELD,POOR YIELD
122,BELOW AVERAGE YIELD,GOOD YIELD
123,GOOD YIELD,AVERAGE YIELD
124,POOR YIELD,POOR YIELD
125,POOR YIELD,AVERAGE YIELD
126,POOR YIELD,POOR YIELD
127,GOOD YIELD,GOOD YIELD
128,GOOD YIELD,GOOD YIELD
129,GOOD YIELD,AVERAGE YIELD
130,BELOW AVERAGE YIELD,GOOD YIELD
131,GOOD YIELD,BELOW AVERAGE YIELD
132,AVERAGE YIELD,AVERAGE YIELD
133,POOR YIELD,POOR YIELD
134,BELOW AVERAGE YIELD,AVERAGE YIELD
135,GOOD YIELD,GOOD YIELD
136,BELOW AVERAGE YIELD,GOOD YIELD
137,GOOD YIELD,GOOD YIELD
138,BELOW AVERAGE YIELD,POOR YIELD
139,AVERAGE YIELD,GOOD YIELD
140,AVERAGE YIELD,AVERAGE YIELD
141,GOOD YIELD,AVERAGE YIELD
142,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
143,POOR YIELD,POOR YIELD
144,GOOD YIELD,AVERAGE YIELD
145,POOR YIELD,GOOD YIELD
146,BELOW AVERAGE YIELD,POOR YIELD
147,BELOW AVERAGE YIELD,POOR YIELD
148,GOOD YIELD,GOOD YIELD
149,POOR YIELD,POOR YIELD
150,BELOW AVERAGE YIELD,AVERAGE YIELD
151,POOR YIELD,POOR YIELD
152,AVERAGE YIELD,GOOD YIELD
153,GOOD YIELD,GOOD YIELD
154,GOOD YIELD,AVERAGE YIELD
155,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
156,GOOD YIELD,GOOD YIELD
157,BELOW AVERAGE YIELD,AVERAGE YIELD
158,AVERAGE YIELD,POOR YIELD
159,POOR YIELD,POOR YIELD
160,GOOD YIELD,BELOW AVERAGE YIELD
161,POOR YIELD,POOR YIELD
162,POOR YIELD,POOR YIELD
163,GOOD YIELD,AVERAGE YIELD
164,BELOW AVERAGE YIELD,POOR YIELD
165,BELOW AVERAGE YIELD,POOR YIELD
166,GOOD YIELD,GOOD YIELD
167,AVERAGE YIELD,POOR YIELD
168,AVERAGE YIELD,GOOD YIELD
169,AVERAGE YIELD,AVERAGE YIELD
170,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
171,POOR YIELD,POOR YIELD
172,GOOD YIELD,GOOD YIELD
173,AVERAGE YIELD,AVERAGE YIELD
174,GOOD YIELD,GOOD YIELD
175,GOOD YIELD,GOOD YIELD
176,POOR YIELD,GOOD YIELD
177,GOOD YIELD,GOOD YIELD
178,AVERAGE YIELD,BELOW AVERAGE YIELD
179,POOR YIELD,AVERAGE YIELD
180,AVERAGE YIELD,POOR YIELD
181,POOR YIELD,BELOW AVERAGE YIELD
182,AVERAGE YIELD,GOOD YIELD
183,GOOD YIELD,GOOD YIELD
184,GOOD YIELD,POOR YIELD
185,BELOW AVERAGE YIELD,AVERAGE YIELD
186,GOOD YIELD,AVERAGE YIELD
187,AVERAGE YIELD,GOOD YIELD
188,AVERAGE YIELD,POOR YIELD
189,POOR YIELD,POOR YIELD
190,GOOD YIELD,AVERAGE YIELD
191,AVERAGE YIELD,GOOD YIELD
192,POOR YIELD,GOOD YIELD
